datetime,open,high,low,close,volume
2025-07-28 00:00:00,147.785,147.812,147.603,147.619,0
2025-07-28 01:00:00,147.618,147.878,147.521,147.866,0
2025-07-28 02:00:00,147.866,148.022,147.828,147.837,0
2025-07-28 03:00:00,147.836,147.866,147.691,147.721,0
2025-07-28 04:00:00,147.718,147.795,147.629,147.746,0
2025-07-28 05:00:00,147.746,147.876,147.734,147.856,0
2025-07-28 06:00:00,147.856,148.211,147.844,148.018,0
2025-07-28 07:00:00,148.019,148.336,147.792,148.284,0
2025-07-28 08:00:00,148.292,148.374,148.163,148.277,0
2025-07-28 09:00:00,148.275,148.414,148.228,148.382,0
2025-07-28 10:00:00,148.387,148.433,148.296,148.412,0
2025-07-28 11:00:00,148.412,148.446,148.082,148.144,0
2025-07-28 12:00:00,148.144,148.18,148.032,148.058,0
2025-07-28 13:00:00,148.058,148.331,147.94,148.288,0
2025-07-28 14:00:00,148.294,148.321,148.099,148.277,0
2025-07-28 15:00:00,148.278,148.495,148.261,148.46,0
2025-07-28 16:00:00,148.46,148.519,148.445,148.489,0
2025-07-28 17:00:00,148.489,148.547,148.393,148.527,0
2025-07-28 18:00:00,148.527,148.577,148.481,148.561,0
2025-07-28 19:00:00,148.556,148.56,148.523,148.552,0
2025-07-28 20:00:00,148.56,148.577,148.499,148.535,0
2025-07-28 21:00:00,148.516,148.57,148.483,148.565,0
2025-07-28 22:00:00,148.565,148.585,148.494,148.504,0
2025-07-28 23:00:00,148.505,148.637,148.458,148.461,0
2025-07-29 00:00:00,148.458,148.712,148.443,148.687,0
2025-07-29 01:00:00,148.686,148.705,148.471,148.592,0
2025-07-29 02:00:00,148.592,148.592,148.291,148.347,0
2025-07-29 03:00:00,148.347,148.448,148.311,148.36,0
2025-07-29 04:00:00,148.358,148.498,148.333,148.35,0
2025-07-29 05:00:00,148.349,148.409,148.175,148.245,0
2025-07-29 06:00:00,148.243,148.542,148.16,148.524,0
2025-07-29 07:00:00,148.521,148.744,148.493,148.578,0
2025-07-29 08:00:00,148.579,148.608,148.356,148.554,0
2025-07-29 09:00:00,148.554,148.575,148.453,148.554,0
2025-07-29 10:00:00,148.554,148.614,148.388,148.545,0
2025-07-29 11:00:00,148.544,148.755,148.517,148.721,0
2025-07-29 12:00:00,148.718,148.772,148.606,148.688,0
2025-07-29 13:00:00,148.703,148.809,148.53,148.565,0
2025-07-29 14:00:00,148.566,148.747,148.439,148.478,0
2025-07-29 15:00:00,148.477,148.623,148.357,148.576,0
2025-07-29 16:00:00,148.577,148.604,148.454,148.561,0
2025-07-29 17:00:00,148.563,148.585,148.338,148.49,0
2025-07-29 18:00:00,148.49,148.557,148.433,148.434,0
2025-07-29 19:00:00,148.433,148.503,148.347,148.502,0
2025-07-29 20:00:00,148.498,148.509,148.456,148.467,0
2025-07-29 21:00:00,148.477,148.509,148.465,148.466,0
2025-07-29 22:00:00,148.466,148.498,148.439,148.474,0
2025-07-29 23:00:00,148.474,148.528,148.42,148.425,0
2025-07-30 00:00:00,148.425,148.448,148.042,148.058,0
2025-07-30 01:00:00,148.06,148.165,147.948,148.14,0
2025-07-30 02:00:00,148.144,148.152,148.031,148.046,0
2025-07-30 03:00:00,148.046,148.046,147.853,147.974,0
2025-07-30 04:00:00,147.975,148.173,147.968,148.158,0
2025-07-30 05:00:00,148.158,148.172,147.859,148.026,0
2025-07-30 06:00:00,148.03,148.134,147.862,147.9,0
2025-07-30 07:00:00,147.899,148.084,147.807,148.084,0
2025-07-30 08:00:00,148.083,148.118,147.926,147.964,0
2025-07-30 09:00:00,147.963,148.071,147.858,148.038,0
2025-07-30 10:00:00,148.038,148.294,147.984,148.173,0
2025-07-30 11:00:00,148.173,148.36,148.115,148.312,0
2025-07-30 12:00:00,148.312,148.883,148.266,148.857,0
2025-07-30 13:00:00,148.852,149.1,148.832,149.053,0
2025-07-30 14:00:00,149.055,149.058,148.873,148.928,0
2025-07-30 15:00:00,148.928,149.113,148.848,149.078,0
2025-07-30 16:00:00,149.078,149.129,148.929,148.936,0
2025-07-30 17:00:00,148.935,148.935,148.797,148.797,0
2025-07-30 18:00:00,148.796,149.35,148.528,149.35,0
2025-07-30 19:00:00,149.349,149.436,149.225,149.436,0
2025-07-30 20:00:00,149.4,149.54,149.363,149.512,0
2025-07-30 21:00:00,149.509,149.509,149.445,149.461,0
2025-07-30 22:00:00,149.46,149.469,149.302,149.316,0
2025-07-30 23:00:00,149.316,149.395,149.211,149.22,0
2025-07-31 00:00:00,149.222,149.393,149.181,149.307,0
2025-07-31 01:00:00,149.308,149.34,148.968,148.978,0
2025-07-31 02:00:00,148.979,149.002,148.657,148.837,0
2025-07-31 03:00:00,148.837,148.915,148.591,148.747,0
2025-07-31 04:00:00,148.747,148.961,148.735,148.886,0
2025-07-31 05:00:00,148.888,148.925,148.745,148.795,0
2025-07-31 06:00:00,148.788,149.086,148.686,148.886,0
2025-07-31 07:00:00,148.883,149.723,148.856,149.399,0
2025-07-31 08:00:00,149.401,149.699,149.301,149.631,0
2025-07-31 09:00:00,149.633,149.958,149.623,149.954,0
2025-07-31 10:00:00,149.954,150.044,149.874,149.949,0
2025-07-31 11:00:00,149.945,150.101,149.815,149.877,0
2025-07-31 12:00:00,149.876,150.257,149.814,150.19,0
2025-07-31 13:00:00,150.19,150.583,150.18,150.566,0
2025-07-31 14:00:00,150.566,150.633,150.379,150.48,0
2025-07-31 15:00:00,150.48,150.603,150.349,150.6,0
2025-07-31 16:00:00,150.602,150.79,150.597,150.685,0
2025-07-31 17:00:00,150.685,150.723,150.562,150.664,0
2025-07-31 18:00:00,150.664,150.789,150.664,150.756,0
2025-07-31 19:00:00,150.759,150.8,150.693,150.799,0
2025-07-31 20:00:00,150.798,150.839,150.742,150.755,0
2025-07-31 21:00:00,150.748,150.759,150.69,150.707,0
2025-07-31 22:00:00,150.708,150.801,150.69,150.747,0
2025-07-31 23:00:00,150.745,150.878,150.643,150.813,0
2025-08-01 00:00:00,150.813,150.892,150.595,150.738,0
2025-08-01 01:00:00,150.737,150.916,150.634,150.905,0
2025-08-01 02:00:00,150.905,150.911,150.71,150.764,0
2025-08-01 03:00:00,150.763,150.779,150.554,150.587,0
2025-08-01 04:00:00,150.588,150.66,150.553,150.609,0
2025-08-01 05:00:00,150.608,150.658,150.415,150.475,0
2025-08-01 06:00:00,150.475,150.647,150.452,150.607,0
2025-08-01 07:00:00,150.607,150.624,150.457,150.538,0
2025-08-01 08:00:00,150.539,150.628,150.509,150.612,0
2025-08-01 09:00:00,150.612,150.626,150.419,150.512,0
2025-08-01 10:00:00,150.51,150.515,150.325,150.36,0
2025-08-01 11:00:00,150.36,150.529,150.284,150.52,0
2025-08-01 12:00:00,150.52,150.599,148.568,148.639,0
2025-08-01 13:00:00,148.636,148.653,147.995,148.165,0
2025-08-01 14:00:00,148.143,148.225,147.509,148.093,0
2025-08-01 15:00:00,148.09,148.184,147.931,148.052,0
2025-08-01 16:00:00,148.056,148.108,147.787,147.829,0
2025-08-01 17:00:00,147.829,147.951,147.729,147.88,0
2025-08-01 18:00:00,147.88,147.902,147.683,147.85,0
2025-08-01 19:00:00,147.851,147.863,147.325,147.448,0
2025-08-01 20:00:00,147.415,147.439,147.297,147.391,0
2025-08-04 00:00:00,147.344,147.69,147.273,147.657,0
2025-08-04 01:00:00,147.655,147.909,147.623,147.767,0
2025-08-04 02:00:00,147.766,147.865,147.629,147.795,0
2025-08-04 03:00:00,147.796,147.796,147.589,147.693,0
2025-08-04 04:00:00,147.694,147.709,147.556,147.687,0
2025-08-04 05:00:00,147.687,147.872,147.657,147.786,0
2025-08-04 06:00:00,147.785,147.847,147.535,147.649,0
2025-08-04 07:00:00,147.648,148.046,147.6,147.884,0
2025-08-04 08:00:00,147.884,148.089,147.864,147.896,0
2025-08-04 09:00:00,147.895,147.946,147.681,147.816,0
2025-08-04 10:00:00,147.816,147.853,147.566,147.579,0
2025-08-04 11:00:00,147.579,147.599,147.345,147.346,0
2025-08-04 12:00:00,147.346,147.437,147.011,147.196,0
2025-08-04 13:00:00,147.194,147.317,146.96,147.089,0
2025-08-04 14:00:00,147.09,147.259,146.867,147.233,0
2025-08-04 15:00:00,147.231,147.355,147.047,147.1,0
2025-08-04 16:00:00,147.099,147.215,147.006,147.042,0
2025-08-04 17:00:00,147.04,147.098,146.962,146.972,0
2025-08-04 18:00:00,146.968,147.01,146.914,146.948,0
2025-08-04 19:00:00,146.948,147.059,146.914,147.026,0
2025-08-04 20:00:00,147.029,147.114,146.957,147.084,0
2025-08-04 21:00:00,147.084,147.177,147.052,147.121,0
2025-08-04 22:00:00,147.12,147.12,146.884,146.916,0
2025-08-04 23:00:00,146.914,146.935,146.699,146.796,0
2025-08-05 00:00:00,146.796,147.035,146.623,146.928,0
2025-08-05 01:00:00,146.928,147.115,146.887,147.055,0
2025-08-05 02:00:00,147.056,147.232,147.042,147.188,0
2025-08-05 03:00:00,147.188,147.262,147.136,147.217,0
2025-08-05 04:00:00,147.217,147.262,147.005,147.088,0
2025-08-05 05:00:00,147.087,147.24,147.061,147.176,0
2025-08-05 06:00:00,147.176,147.343,147.033,147.331,0
2025-08-05 07:00:00,147.329,147.484,147.164,147.388,0
2025-08-05 08:00:00,147.388,147.636,147.338,147.584,0
2025-08-05 09:00:00,147.585,147.639,147.453,147.629,0
2025-08-05 10:00:00,147.628,147.778,147.585,147.618,0
2025-08-05 11:00:00,147.618,147.696,147.549,147.633,0
2025-08-05 12:00:00,147.633,147.754,147.549,147.659,0
2025-08-05 13:00:00,147.665,147.836,147.509,147.76,0
2025-08-05 14:00:00,147.748,147.748,147.359,147.452,0
2025-08-05 15:00:00,147.451,147.571,147.31,147.496,0
2025-08-05 16:00:00,147.497,147.594,147.43,147.549,0
2025-08-05 17:00:00,147.548,147.654,147.488,147.621,0
2025-08-05 18:00:00,147.622,147.682,147.594,147.61,0
2025-08-05 19:00:00,147.61,147.703,147.583,147.608,0
2025-08-05 20:00:00,147.609,147.62,147.503,147.612,0
2025-08-05 21:00:00,147.613,147.621,147.542,147.58,0
2025-08-05 22:00:00,147.579,147.642,147.548,147.565,0
2025-08-05 23:00:00,147.565,147.645,147.52,147.531,0
2025-08-06 00:00:00,147.529,147.623,147.45,147.583,0
2025-08-06 01:00:00,147.585,147.728,147.585,147.696,0
2025-08-06 02:00:00,147.695,147.75,147.528,147.557,0
2025-08-06 03:00:00,147.556,147.559,147.336,147.4,0
2025-08-06 04:00:00,147.4,147.447,147.308,147.347,0
2025-08-06 05:00:00,147.347,147.545,147.337,147.455,0
2025-08-06 06:00:00,147.453,147.551,147.366,147.551,0
2025-08-06 07:00:00,147.551,147.693,147.536,147.564,0
2025-08-06 08:00:00,147.564,147.847,147.559,147.808,0
2025-08-06 09:00:00,147.808,147.885,147.715,147.825,0
2025-08-06 10:00:00,147.825,147.842,147.562,147.582,0
2025-08-06 11:00:00,147.583,147.654,147.443,147.541,0
2025-08-06 12:00:00,147.541,147.593,147.413,147.443,0
2025-08-06 13:00:00,147.443,147.456,147.244,147.244,0
2025-08-06 14:00:00,147.245,147.437,147.245,147.39,0
2025-08-06 15:00:00,147.39,147.656,147.214,147.26,0
2025-08-06 16:00:00,147.259,147.418,147.218,147.348,0
2025-08-06 17:00:00,147.349,147.401,147.222,147.242,0
2025-08-06 18:00:00,147.243,147.275,146.979,147.07,0
2025-08-06 19:00:00,147.069,147.189,147.069,147.187,0
2025-08-06 20:00:00,147.183,147.615,147.167,147.365,0
2025-08-06 21:00:00,147.365,147.463,147.336,147.359,0
2025-08-06 22:00:00,147.359,147.365,147.207,147.218,0
2025-08-06 23:00:00,147.218,147.255,147.155,147.197,0
2025-08-07 00:00:00,147.197,147.6,147.174,147.583,0
2025-08-07 01:00:00,147.583,147.687,147.481,147.494,0
2025-08-07 02:00:00,147.494,147.578,147.446,147.566,0
2025-08-07 03:00:00,147.567,147.712,147.483,147.513,0
2025-08-07 04:00:00,147.513,147.533,147.271,147.306,0
2025-08-07 05:00:00,147.306,147.347,147.217,147.284,0
2025-08-07 06:00:00,147.28,147.304,146.802,146.858,0
2025-08-07 07:00:00,146.858,146.962,146.694,146.805,0
2025-08-07 08:00:00,146.805,147.183,146.781,147.134,0
2025-08-07 09:00:00,147.133,147.351,147.114,147.347,0
2025-08-07 10:00:00,147.347,147.403,147.284,147.329,0
2025-08-07 11:00:00,147.33,147.494,147.263,147.313,0
2025-08-07 12:00:00,147.313,147.394,147.023,147.288,0
2025-08-07 13:00:00,147.288,147.32,147.115,147.275,0
2025-08-07 14:00:00,147.275,147.542,147.198,147.493,0
2025-08-07 15:00:00,147.493,147.586,147.326,147.366,0
2025-08-07 16:00:00,147.367,147.437,147.307,147.365,0
2025-08-07 17:00:00,147.365,147.471,147.361,147.421,0
2025-08-07 18:00:00,147.422,147.568,147.391,147.567,0
2025-08-07 19:00:00,147.567,147.567,146.951,147.09,0
2025-08-07 20:00:00,147.085,147.155,146.961,147.123,0
2025-08-07 21:00:00,147.136,147.152,147.049,147.055,0
2025-08-07 22:00:00,147.055,147.069,146.818,146.952,0
2025-08-07 23:00:00,146.952,146.96,146.764,146.808,0
2025-08-08 00:00:00,146.809,147.194,146.733,147.148,0
2025-08-08 01:00:00,147.148,147.373,147.135,147.281,0
2025-08-08 02:00:00,147.286,147.314,147.158,147.201,0
2025-08-08 03:00:00,147.201,147.308,147.17,147.192,0
2025-08-08 04:00:00,147.192,147.212,147.117,147.154,0
2025-08-08 05:00:00,147.158,147.421,147.152,147.412,0
2025-08-08 06:00:00,147.413,147.453,147.249,147.327,0
2025-08-08 07:00:00,147.328,147.396,147.138,147.326,0
2025-08-08 08:00:00,147.325,147.695,147.162,147.647,0
2025-08-08 09:00:00,147.648,147.723,147.546,147.711,0
2025-08-08 10:00:00,147.712,147.836,147.643,147.805,0
2025-08-08 11:00:00,147.8,147.85,147.712,147.815,0
2025-08-08 12:00:00,147.815,147.892,147.643,147.847,0
2025-08-08 13:00:00,147.845,147.899,147.647,147.879,0
2025-08-08 14:00:00,147.879,147.899,147.693,147.818,0
2025-08-08 15:00:00,147.818,147.832,147.636,147.707,0
2025-08-08 16:00:00,147.708,147.836,147.68,147.739,0
2025-08-08 17:00:00,147.739,147.743,147.661,147.721,0
2025-08-08 18:00:00,147.745,147.778,147.633,147.668,0
2025-08-08 19:00:00,147.667,147.819,147.649,147.76,0
2025-08-08 20:00:00,147.756,147.805,147.732,147.749,0
2025-08-11 00:00:00,147.658,147.739,147.58,147.662,0
2025-08-11 01:00:00,147.663,147.716,147.594,147.616,0
2025-08-11 02:00:00,147.616,147.619,147.524,147.559,0
2025-08-11 03:00:00,147.559,147.602,147.433,147.48,0
2025-08-11 04:00:00,147.48,147.495,147.431,147.482,0
2025-08-11 05:00:00,147.483,147.534,147.476,147.524,0
2025-08-11 06:00:00,147.524,147.61,147.475,147.593,0
2025-08-11 07:00:00,147.594,147.664,147.359,147.39,0
2025-08-11 08:00:00,147.39,147.55,147.353,147.508,0
2025-08-11 09:00:00,147.507,147.707,147.488,147.689,0
2025-08-11 10:00:00,147.688,147.744,147.667,147.737,0
2025-08-11 11:00:00,147.737,147.946,147.721,147.868,0
2025-08-11 12:00:00,147.867,147.949,147.81,147.81,0
2025-08-11 13:00:00,147.81,147.943,147.788,147.892,0
2025-08-11 14:00:00,147.887,148.072,147.875,148.05,0
2025-08-11 15:00:00,148.048,148.113,147.945,147.999,0
2025-08-11 16:00:00,147.998,148.029,147.915,147.992,0
2025-08-11 17:00:00,147.992,148.067,147.973,147.995,0
2025-08-11 18:00:00,147.995,148.166,147.983,148.137,0
2025-08-11 19:00:00,148.137,148.239,148.122,148.236,0
2025-08-11 20:00:00,148.231,148.252,148.097,148.15,0
2025-08-11 21:00:00,148.15,148.177,148.048,148.113,0
2025-08-11 22:00:00,148.113,148.236,148.109,148.195,0
2025-08-11 23:00:00,148.194,148.222,148.121,148.147,0
2025-08-12 00:00:00,148.151,148.432,148.133,148.407,0
2025-08-12 01:00:00,148.407,148.407,148.212,148.305,0
2025-08-12 02:00:00,148.305,148.34,148.26,148.295,0
2025-08-12 03:00:00,148.295,148.445,148.269,148.416,0
2025-08-12 04:00:00,148.416,148.447,148.346,148.351,0
2025-08-12 05:00:00,148.354,148.399,148.237,148.34,0
2025-08-12 06:00:00,148.341,148.404,148.152,148.274,0
2025-08-12 07:00:00,148.271,148.367,148.208,148.264,0
2025-08-12 08:00:00,148.265,148.466,148.263,148.427,0
2025-08-12 09:00:00,148.424,148.485,148.352,148.471,0
2025-08-12 10:00:00,148.472,148.482,148.371,148.465,0
2025-08-12 11:00:00,148.467,148.494,148.444,148.445,0
2025-08-12 12:00:00,148.444,148.519,147.872,148.041,0
2025-08-12 13:00:00,148.037,148.446,147.924,148.207,0
2025-08-12 14:00:00,148.205,148.401,148.077,148.165,0
2025-08-12 15:00:00,148.163,148.178,147.581,147.808,0
2025-08-12 16:00:00,147.808,147.861,147.662,147.715,0
2025-08-12 17:00:00,147.714,147.796,147.691,147.767,0
2025-08-12 18:00:00,147.767,147.804,147.696,147.737,0
2025-08-12 19:00:00,147.736,147.786,147.699,147.761,0
2025-08-12 20:00:00,147.761,147.874,147.749,147.843,0
2025-08-12 21:00:00,147.844,147.869,147.734,147.847,0
2025-08-12 22:00:00,147.847,147.852,147.767,147.794,0
2025-08-12 23:00:00,147.794,147.821,147.737,147.776,0
2025-08-13 00:00:00,147.776,147.893,147.703,147.815,0
2025-08-13 01:00:00,147.804,148.087,147.734,148.057,0
2025-08-13 02:00:00,148.055,148.169,148.029,148.046,0
2025-08-13 03:00:00,148.047,148.109,147.964,148.001,0
2025-08-13 04:00:00,148.001,148.102,147.932,147.933,0
2025-08-13 05:00:00,147.933,148.008,147.897,147.935,0
2025-08-13 06:00:00,147.933,147.949,147.726,147.784,0
2025-08-13 07:00:00,147.786,147.793,147.405,147.528,0
2025-08-13 08:00:00,147.53,147.536,147.202,147.27,0
2025-08-13 09:00:00,147.27,147.272,147.182,147.216,0
2025-08-13 10:00:00,147.216,147.418,147.194,147.412,0
2025-08-13 11:00:00,147.41,147.567,147.276,147.284,0
2025-08-13 12:00:00,147.284,147.492,147.159,147.409,0
2025-08-13 13:00:00,147.409,147.433,147.196,147.203,0
2025-08-13 14:00:00,147.205,147.251,147.106,147.147,0
2025-08-13 15:00:00,147.147,147.312,147.093,147.25,0
2025-08-13 16:00:00,147.251,147.351,147.217,147.347,0
2025-08-13 17:00:00,147.346,147.426,147.321,147.391,0
2025-08-13 18:00:00,147.391,147.513,147.389,147.435,0
2025-08-13 19:00:00,147.435,147.476,147.388,147.447,0
2025-08-13 20:00:00,147.447,147.456,147.324,147.376,0
2025-08-13 21:00:00,147.376,147.423,147.269,147.299,0
2025-08-13 22:00:00,147.299,147.363,147.252,147.262,0
2025-08-13 23:00:00,147.262,147.262,147.115,147.123,0
2025-08-14 00:00:00,147.121,147.123,146.622,146.687,0
2025-08-14 01:00:00,146.693,146.693,146.375,146.501,0
2025-08-14 02:00:00,146.499,146.735,146.499,146.696,0
2025-08-14 03:00:00,146.701,146.753,146.543,146.549,0
2025-08-14 04:00:00,146.549,146.567,146.339,146.388,0
2025-08-14 05:00:00,146.388,146.572,146.388,146.468,0
2025-08-14 06:00:00,146.47,146.528,146.216,146.493,0
2025-08-14 07:00:00,146.486,146.586,146.315,146.553,0
2025-08-14 08:00:00,146.553,146.634,146.426,146.554,0
2025-08-14 09:00:00,146.554,146.653,146.439,146.629,0
2025-08-14 10:00:00,146.632,146.668,146.435,146.527,0
2025-08-14 11:00:00,146.527,146.63,146.438,146.498,0
2025-08-14 12:00:00,146.498,147.104,146.428,146.947,0
2025-08-14 13:00:00,146.952,147.418,146.95,147.417,0
2025-08-14 14:00:00,147.416,147.559,147.366,147.484,0
2025-08-14 15:00:00,147.484,147.805,147.477,147.691,0
2025-08-14 16:00:00,147.692,147.894,147.69,147.849,0
2025-08-14 17:00:00,147.849,147.908,147.752,147.869,0
2025-08-14 18:00:00,147.87,147.961,147.854,147.878,0
2025-08-14 19:00:00,147.878,147.88,147.769,147.78,0
2025-08-14 20:00:00,147.78,147.784,147.728,147.768,0
2025-08-14 21:00:00,147.759,147.873,147.731,147.773,0
2025-08-14 22:00:00,147.772,147.808,147.743,147.78,0
2025-08-14 23:00:00,147.779,147.869,147.666,147.684,0
2025-08-15 00:00:00,147.683,147.728,147.468,147.483,0
2025-08-15 01:00:00,147.483,147.516,147.204,147.289,0
2025-08-15 02:00:00,147.289,147.394,147.254,147.285,0
2025-08-15 03:00:00,147.287,147.299,147.182,147.228,0
2025-08-15 04:00:00,147.228,147.234,147.116,147.14,0
2025-08-15 05:00:00,147.14,147.173,147.048,147.152,0
2025-08-15 06:00:00,147.153,147.219,147.051,147.098,0
2025-08-15 07:00:00,147.099,147.223,146.98,147.008,0
2025-08-15 08:00:00,147.009,147.012,146.854,146.859,0
2025-08-15 09:00:00,146.858,146.913,146.76,146.895,0
2025-08-15 10:00:00,146.895,146.968,146.804,146.953,0
2025-08-15 11:00:00,146.954,147.053,146.911,146.987,0
2025-08-15 12:00:00,146.987,147.266,146.741,146.891,0
2025-08-15 13:00:00,146.891,147.098,146.773,146.963,0
2025-08-15 14:00:00,146.968,147.048,146.802,146.85,0
2025-08-15 15:00:00,146.851,147.044,146.815,147.008,0
2025-08-15 16:00:00,147.007,147.265,147.005,147.202,0
2025-08-15 17:00:00,147.202,147.333,147.201,147.239,0
2025-08-15 18:00:00,147.239,147.31,147.204,147.212,0
2025-08-15 19:00:00,147.212,147.254,147.195,147.24,0
2025-08-15 20:00:00,147.239,147.257,147.181,147.182,0
2025-08-18 00:00:00,147.234,147.459,147.228,147.428,0
2025-08-18 01:00:00,147.428,147.583,147.335,147.336,0
2025-08-18 02:00:00,147.336,147.526,147.302,147.469,0
2025-08-18 03:00:00,147.469,147.484,147.338,147.388,0
2025-08-18 04:00:00,147.388,147.507,147.356,147.38,0
2025-08-18 05:00:00,147.38,147.455,147.337,147.386,0
2025-08-18 06:00:00,147.386,147.5,147.323,147.383,0
2025-08-18 07:00:00,147.381,147.466,147.122,147.455,0
2025-08-18 08:00:00,147.455,147.521,147.259,147.343,0
2025-08-18 09:00:00,147.343,147.474,147.281,147.418,0
2025-08-18 10:00:00,147.414,147.469,147.366,147.425,0
2025-08-18 11:00:00,147.425,147.571,147.373,147.554,0
2025-08-18 12:00:00,147.554,147.794,147.519,147.727,0
2025-08-18 13:00:00,147.726,147.919,147.715,147.817,0
2025-08-18 14:00:00,147.82,147.982,147.692,147.944,0
2025-08-18 15:00:00,147.943,147.987,147.738,147.76,0
2025-08-18 16:00:00,147.76,147.807,147.681,147.792,0
2025-08-18 17:00:00,147.793,147.827,147.66,147.804,0
2025-08-18 18:00:00,147.804,147.866,147.745,147.86,0
2025-08-18 19:00:00,147.863,147.888,147.827,147.827,0
2025-08-18 20:00:00,147.825,147.924,147.809,147.885,0
2025-08-18 21:00:00,147.885,147.887,147.74,147.828,0
2025-08-18 22:00:00,147.829,147.886,147.767,147.882,0
2025-08-18 23:00:00,147.882,147.982,147.882,147.922,0
2025-08-19 00:00:00,147.922,147.983,147.776,147.78,0
