datetime,open,high,low,close,volume
2025-07-28 00:00:00,0.60191,0.60271,0.60191,0.6027,0
2025-07-28 01:00:00,0.6027,0.60325,0.60127,0.60136,0
2025-07-28 02:00:00,0.60136,0.60216,0.60113,0.60203,0
2025-07-28 03:00:00,0.60202,0.60217,0.60114,0.60145,0
2025-07-28 04:00:00,0.60145,0.60155,0.60084,0.60109,0
2025-07-28 05:00:00,0.60109,0.60128,0.60068,0.60085,0
2025-07-28 06:00:00,0.60085,0.60095,0.59946,0.59999,0
2025-07-28 07:00:00,0.59998,0.6004,0.59723,0.59733,0
2025-07-28 08:00:00,0.59734,0.59812,0.59685,0.59759,0
2025-07-28 09:00:00,0.5976,0.59802,0.59717,0.59761,0
2025-07-28 10:00:00,0.59762,0.59832,0.59741,0.59773,0
2025-07-28 11:00:00,0.59773,0.59843,0.59732,0.59816,0
2025-07-28 12:00:00,0.59815,0.59852,0.59789,0.59852,0
2025-07-28 13:00:00,0.59852,0.59886,0.59711,0.59733,0
2025-07-28 14:00:00,0.59732,0.5987,0.59726,0.59802,0
2025-07-28 15:00:00,0.59801,0.59831,0.59708,0.59723,0
2025-07-28 16:00:00,0.59722,0.59732,0.59685,0.59716,0
2025-07-28 17:00:00,0.59716,0.59731,0.59667,0.59683,0
2025-07-28 18:00:00,0.59683,0.59709,0.59668,0.59693,0
2025-07-28 19:00:00,0.59695,0.59723,0.59669,0.59719,0
2025-07-28 20:00:00,0.59721,0.59736,0.5969,0.597,0
2025-07-28 21:00:00,0.59699,0.59756,0.59697,0.59711,0
2025-07-28 22:00:00,0.59711,0.59741,0.59702,0.59735,0
2025-07-28 23:00:00,0.59735,0.59741,0.59705,0.5972,0
2025-07-29 00:00:00,0.59722,0.59725,0.59617,0.59628,0
2025-07-29 01:00:00,0.59628,0.59724,0.59628,0.59689,0
2025-07-29 02:00:00,0.59689,0.59764,0.59688,0.59748,0
2025-07-29 03:00:00,0.5975,0.59761,0.59653,0.59675,0
2025-07-29 04:00:00,0.59675,0.59696,0.59633,0.59691,0
2025-07-29 05:00:00,0.59691,0.5972,0.59666,0.59701,0
2025-07-29 06:00:00,0.59702,0.59712,0.59509,0.59514,0
2025-07-29 07:00:00,0.59515,0.59541,0.59457,0.5949,0
2025-07-29 08:00:00,0.5949,0.59612,0.5946,0.59596,0
2025-07-29 09:00:00,0.59596,0.59641,0.59576,0.59586,0
2025-07-29 10:00:00,0.59586,0.59637,0.5956,0.59568,0
2025-07-29 11:00:00,0.59568,0.59573,0.59464,0.59472,0
2025-07-29 12:00:00,0.59477,0.59504,0.59453,0.59465,0
2025-07-29 13:00:00,0.59459,0.5953,0.5943,0.59514,0
2025-07-29 14:00:00,0.59514,0.59584,0.59427,0.59516,0
